namaKab,originalFilename,namaPartai,id,noUrut,nama,stringJenisKelamin,idPartai,idDapil,idPro
KOTA PADANG,DONALD.JPG,PARTAI BERKARYA,125452,1,DONALD,Laki-Laki,7,7,12920
JAKARTA UTARA,ANDRI YANI SANUSI.JPG,PARTAI BERKARYA,21641,2,ANDRI YANI SANUSI,Laki-Laki,7,7,12920
KOTA PADANG,Capture.JPG,PARTAI BERKARYA,222397,3,FITRIA,Perempuan,7,7,12920
PASAMAN BARAT,SYAFRIJON.JPG,PARTAI BERKARYA,282625,4,"SYAFRIJON, SH, MM",Laki-Laki,7,7,12920
LIMA PULUH KOTA,Capture.JPG,PARTAI BERKARYA,301136,5,"ENDRIJON, B.Sc.",Laki-Laki,7,7,12920
KOTA PADANG,Capture.JPG,PARTAI BERKARYA,302442,6,SUSI FIRDIANINGSIH,Perempuan,7,7,12920
KOTA PEKANBARU,FAJAR SIM.JPG,PARTAI BERKARYA,82544,1,FAJAR MENANTI SIMANJUNTAK,Laki-Laki,7,8,14086
KOTA PEKANBARU,HAFSYAH.JPG,PARTAI BERKARYA,82691,2,"Hj. HAFSYAH, SE",Perempuan,7,8,14086
KOTA PEKANBARU,Capture.JPG,PARTAI BERKARYA,179360,3,PRESTASI PRAJA,Laki-Laki,7,8,14086
KOTA PEKANBARU,Capture.JPG,PARTAI BERKARYA,121967,4,"T. ALMIRA VANESA HELDY, MBA",Perempuan,7,8,14086
KOTA PEKANBARU,Capture.JPG,PARTAI BERKARYA,121636,5,Drs. H. FAHRULLAZI,Laki-Laki,7,8,14086
KOTA PEKANBARU,FOTO.JPG,PARTAI BERKARYA,257339,6,TENGKU AFUARAHIM,Laki-Laki,7,8,14086
ROKAN HILIR,Capture.JPG,PARTAI BERKARYA,178825,7,MARSELIA ROSADILA,Perempuan,7,8,14086
KOTA PEKANBARU,Capture.JPG,PARTAI BERKARYA,300717,1,"H. ERWAN ARDIAN SIMBOLON, SH",Laki-Laki,7,9,14086
KOTA PEKANBARU,Capture.JPG,PARTAI BERKARYA,122601,2,JERRY SAPUTRA,Laki-Laki,7,9,14086
KOTA PEKANBARU,Capture.JPG,PARTAI BERKARYA,123746,3,MEYLINA PATRICIA BEATRIX TAMBA,Perempuan,7,9,14086
INDRAGIRI HILIR,Capture.JPG,PARTAI BERKARYA,123283,4,"Dr. R. SRI HANDAYANI, SE, MM",Perempuan,7,9,14086
KOTA PEKANBARU,Capture.JPG,PARTAI BERKARYA,123044,5,MISBAH NASUTION,Perempuan,7,9,14086
JAKARTA PUSAT,Capture.JPG,PARTAI BERKARYA,123535,6,"YANTI MARIA, SH",Perempuan,7,9,14086
KOTA JAMBI,Hariata.JPG,PARTAI BERKARYA,197640,1,"Dr. Ir. Hj. HARIATIA, ME, M.Si.",Perempuan,7,10,15885
KOTA JAMBI,FOTO SABRISAL.JPG,PARTAI BERKARYA,54011,2,SABRISAL,Laki-Laki,7,10,15885
KARAWANG,Capture.JPG,PARTAI BERKARYA,302444,3,"BAMBANG HARYANTO, S.Sos.",Laki-Laki,7,10,15885
KOTA JAMBI,FOTO.JPG,PARTAI BERKARYA,155942,4,"H. ABBAS ABUBAKAR, SH",Laki-Laki,7,10,15885
KOTA JAMBI,FOTO.JPG,PARTAI BERKARYA,139145,5,"Dr. FIRDAUS NUR, SE, MM",Laki-Laki,7,10,15885
KOTA JAMBI,FOTO.JPG,PARTAI BERKARYA,171648,6,YULI ENDAH WULAN SARI,Perempuan,7,10,15885
JAKARTA TIMUR,FOTO.JPG,PARTAI BERKARYA,163460,7,"DESSIANA SAVITRI, SH",Perempuan,7,10,15885
BOGOR,FOTO SILON.JPG,PARTAI BERKARYA,137623,1,Drs. MUHAMMAD SAJID,Laki-Laki,7,11,17404
KOTA BEKASI,GHANTI SJAHABUDIN.JPG,PARTAI BERKARYA,246899,2,"H.F.R GHANTY SJAHABUDIN, SH, MM",Laki-Laki,7,11,17404
KOTA PALEMBANG,siti sundari.jpg,PARTAI BERKARYA,135642,3,SITI SUNDARI,Perempuan,7,11,17404
BANYUASIN,ISMAIL ABUBAKAR.JPG,PARTAI BERKARYA,137118,4,"ISMAIL ABUBAKAR, SE",Laki-Laki,7,11,17404
JAKARTA PUSAT,AGUSNAN.JPG,PARTAI BERKARYA,136619,5,AGUSNAN,Laki-Laki,7,11,17404
KOTA PALEMBANG,AZIZAH.JPG,PARTAI BERKARYA,136395,6,RA. AZIZAH,Perempuan,7,11,17404
KOTA PALEMBANG,FOTO SILON.JPG,PARTAI BERKARYA,137013,7,ELLYA INDAH LESTARI,Perempuan,7,11,17404
KOTA PALEMBANG,RATNA_NOVI_HARTATI.JPG,PARTAI BERKARYA,241873,8,RATNA NOVI HARTATI,Perempuan,7,11,17404
JAKARTA UTARA,H.ROSIHAN_ARSYAD.JPG,PARTAI BERKARYA,134548,1,H. ROSIHAN ARSYAD,Laki-Laki,7,12,17404
JAKARTA BARAT,RAHMAT_SH.JPG,PARTAI BERKARYA,162343,2,"RAHMAT, SH",Laki-Laki,7,12,17404
KOTA PALEMBANG,ELYU_CHOMISAH.JPG,PARTAI BERKARYA,135133,3,"ELYU CHOMISAH, S.IP, M.KES",Perempuan,7,12,17404
KOTA PALEMBANG,ZAINUL BACHRI.JPG,PARTAI BERKARYA,143079,4,"H. ZAINUL BACHRI HAZ, S.IP",Laki-Laki,7,12,17404
KOTA PAGAR ALAM,TARMIZI_ST.JPG,PARTAI BERKARYA,136179,5,"TARMIZI, ST, MM",Laki-Laki,7,12,17404
KOTA PALEMBANG,SUNDA_ARIANA.JPG,PARTAI BERKARYA,242462,6,"Dr. SUNDA ARIANA, M.Pd., M.M",Perempuan,7,12,17404
OGAN KOMERING ILIR,NINING_SARTIKA.JPG,PARTAI BERKARYA,175761,7,NINING SARTIKA,Perempuan,7,12,17404
KOTA BANDUNG,ADI_GUNA.JPG,PARTAI BERKARYA,137392,8,"ADI GUNA, SST",Laki-Laki,7,12,17404
OGAN KOMERING ILIR,YUDI_AFRIANDI.JPG,PARTAI BERKARYA,140212,9,YUDI AFRIANDI,Laki-Laki,7,12,17404
BOGOR,Azwar.JPG,PARTAI BERKARYA,164619,1,"AZWAR BOERHAN, M. ENG. SC",Laki-Laki,7,13,20802
KOTA DEPOK,SEPTI.PNG,PARTAI BERKARYA,249322,2,"SEPTI EFIYETI, SH",Perempuan,7,13,20802
KOTA BENGKULU,FOTO.JPG,PARTAI BERKARYA,124777,3,DRS. HENDARMIN AFANDI,Laki-Laki,7,13,20802
JAKARTA BARAT,FOTO.JPG,PARTAI BERKARYA,44686,1,"ADE IRMA JAZULI, SH",Perempuan,7,14,22328
JAKARTA BARAT,nata.JPG,PARTAI BERKARYA,21620,2,Drs. NATA BUANA,Laki-Laki,7,14,22328
KOTA DEPOK,hj eva karlena.JPG,PARTAI BERKARYA,174948,3,"Hj. EVA KARLENA, SE",Perempuan,7,14,22328
KOTA BANDAR LAMPUNG,ARDIANSYAH.JPG,PARTAI BERKARYA,21637,4,ARDIANSYAH AMRI,Laki-Laki,7,14,22328
JAKARTA SELATAN,IDA FARIDA.JPG,PARTAI BERKARYA,77024,5,IDA FARIDA,Perempuan,7,14,22328
KOTA BANDAR LAMPUNG,arif budiman.JPG,PARTAI BERKARYA,76956,6,ARIF BUDIMAN,Laki-Laki,7,14,22328
KOTA BANDAR LAMPUNG,juliana abidin.JPG,PARTAI BERKARYA,174119,7,"Dr. Hj. ZULIANA ABIDIN, SE, M.Si.",Perempuan,7,14,22328
JAKARTA UTARA,foto.jpg,PARTAI BERKARYA,210687,8,AZWAN SAPRANI,Laki-Laki,7,14,22328
JAKARTA SELATAN,Capture.JPG,PARTAI BERKARYA,300811,9,"DEDY SETIAWAN, SH",Laki-Laki,7,14,22328
JAKARTA TIMUR,NURDIANA HASANAH.JPG,PARTAI BERKARYA,175318,10,NURDIANA HASANAH,Perempuan,7,14,22328
KOTA BEKASI,foto.JPG,PARTAI BERKARYA,77081,1,"GUNTHAR HENRI GAMAL BACHROEMSJAH, SH",Laki-Laki,7,15,22328
KOTA BEKASI,SUGENG RUSMAN.JPG,PARTAI BERKARYA,77496,2,"H. SUGENG RUSMAN, SE, MM",Laki-Laki,7,15,22328
JAKARTA SELATAN,FITRIYAH.JPG,PARTAI BERKARYA,222015,3,FITRIYAH,Perempuan,7,15,22328
KOTA BANDAR LAMPUNG,FOTO.JPG,PARTAI BERKARYA,121395,4,"M. OKI UDAYANA, SE",Laki-Laki,7,15,22328
JAKARTA UTARA,FOTO.JPG,PARTAI BERKARYA,119844,5,"ANDI EFFENDI, SE",Laki-Laki,7,15,22328
KOTA TANGERANG SELATAN,FOTO.JPG,PARTAI BERKARYA,139541,6,"IRMA, SE",Perempuan,7,15,22328
JAKARTA SELATAN,FOTO.JPG,PARTAI BERKARYA,93949,7,"DION HARDI, BA",Laki-Laki,7,15,22328
LAMPUNG UTARA,FOTO.JPG,PARTAI BERKARYA,121180,8,"KODARI, SE",Laki-Laki,7,15,22328
JAKARTA BARAT,FOTO.JPG,PARTAI BERKARYA,180817,9,IRMA HANDAYANI,Perempuan,7,15,22328
JAKARTA PUSAT,FOTO.JPG,PARTAI BERKARYA,120792,10,Ir. ANDI BOHAR ALAM,Laki-Laki,7,15,22328
KOTA BATAM,Screenshot_2.JPG,PARTAI BERKARYA,94687,1,"SUPANDI AR, S.Sos, M. Hum",Laki-Laki,7,17,25405
KOTA TANGERANG SELATAN,Screenshot_2.JPG,PARTAI BERKARYA,131850,2,MUHAMMAD NAS,Laki-Laki,7,17,25405
KOTA BATAM,Screenshot_2.JPG,PARTAI BERKARYA,132501,3,SRI TARIATUN AMPERANINGSIH,Perempuan,7,17,25405
KOTA BANDUNG,foto.jpg,PARTAI BERKARYA,170123,1,"H. DADANG S. EKADIREJA, S.IP",Laki-Laki,7,21,26141
JAKARTA SELATAN,FOTO BARU SILON.JPG,PARTAI BERKARYA,82013,2,TB TRIYATNA DJAJASANTOSA,Laki-Laki,7,21,26141
KOTA BANDUNG,FOTO SILON.JPG,PARTAI BERKARYA,215622,3,"FITRISNA, SSi, Apt",Perempuan,7,21,26141
KOTA BANDUNG,foto.JPG,PARTAI BERKARYA,170249,4,"Drs. H. AZHARI, MM",Laki-Laki,7,21,26141
KOTA BANDUNG,foto silon 2.JPG,PARTAI BERKARYA,170033,5,"YODI RUSTANDI, S.Sos.",Laki-Laki,7,21,26141
KOTA BANDUNG,FOTO SILON.JPG,PARTAI BERKARYA,255126,6,"ENNI ERYANI, SH., MBA.",Perempuan,7,21,26141
KOTA BANDUNG,FOTO.JPG,PARTAI BERKARYA,281422,7,"YULIA RAMALIA, SH",Perempuan,7,21,26141
BANDUNG,foto.JPG,PARTAI BERKARYA,170687,1,"Drs. H. MARWAN EFFENDI, SH., M.Si.",Laki-Laki,7,22,26141
JAKARTA SELATAN,FOTO ROESTANTO.JPG,PARTAI BERKARYA,63247,2,"Ir. H. ROESTANTO W D, M.M.",Laki-Laki,7,22,26141
BANDUNG BARAT,fhoto latar merah.jpg,PARTAI BERKARYA,63031,3,"Dr. Hj. NENENG NENIH, MP., S.Pd",Perempuan,7,22,26141
BANDUNG,FOTO.JPG,PARTAI BERKARYA,63231,4,RACHMA SUTANTY,Perempuan,7,22,26141
JAKARTA BARAT,FOTO DENNY.JPG,PARTAI BERKARYA,281544,5,DENNY SHARIEFFUDIN,Laki-Laki,7,22,26141
BANDUNG BARAT,FOTO ALIDA.JPG,PARTAI BERKARYA,171218,6,"Dra. ALIDA HANDAU LAMPE G., M.Si.",Perempuan,7,22,26141
JAKARTA PUSAT,foto.JPG,PARTAI BERKARYA,63132,7,HILMAN BUDI BADARUSUHADA,Laki-Laki,7,22,26141
KOTA TANGERANG SELATAN,FOTO.JPG,PARTAI BERKARYA,95104,8,"IWAN RIDWAN, SH",Laki-Laki,7,22,26141
BANDUNG,FOTO MUCHTAR SOLI.JPG,PARTAI BERKARYA,82504,9,Drs. MUCHTAR SOLI,Laki-Laki,7,22,26141
KOTA BEKASI,FOTO KE SILON.JPG,PARTAI BERKARYA,268256,10,FITRIAH LINDAWATI,Perempuan,7,22,26141
KOTA BOGOR,FOTO IYET RACHMAWATI.jpg,PARTAI BERKARYA,8826,1,"IYET RACHMAWATI, SH",Perempuan,7,23,26141
KOTA BOGOR,foto silon.JPG,PARTAI BERKARYA,9009,2,"ROCKY FRANS SUBUN, SH. MH",Laki-Laki,7,23,26141
KOTA BANDUNG,FOTO.JPG,PARTAI BERKARYA,175231,3,PEPPY BADRU FATAHILLAH,Laki-Laki,7,23,26141
JAKARTA SELATAN,foto.JPG,PARTAI BERKARYA,297594,4,R.D. NAULITA D. SIAGIAN,Perempuan,7,23,26141
JAKARTA TIMUR,foto silon djoko wiseno.JPG,PARTAI BERKARYA,63287,5,"DJOKO WISENO, SE",Laki-Laki,7,23,26141
JAKARTA SELATAN,FOTO UNTUK SILON.JPG,PARTAI BERKARYA,174108,6,"H. ALVIN NUGRAHA, S.H., MKn., LLM",Laki-Laki,7,23,26141
SUKABUMI,FOTO UNTUK SILON.JPG,PARTAI BERKARYA,173864,7,"KH. AM. SAEPUDIN, MA",Laki-Laki,7,23,26141
BANDUNG,Foto sementara.JPG,PARTAI BERKARYA,297772,8,INDAH LESTARI,Perempuan,7,23,26141
KOTA BOGOR,foto silon.JPG,PARTAI BERKARYA,175300,9,MUAMAR TORIK,Laki-Laki,7,23,26141
KOTA TANGERANG SELATAN,foto merah.jpg,PARTAI BERKARYA,75664,1,RITA IRAWATI PRIATNA,Perempuan,7,24,26141
KOTA TANGERANG SELATAN,FOTO UNTUK SILON.JPG,PARTAI BERKARYA,74606,2,MUHAMAD ARAFAH,Laki-Laki,7,24,26141
KOTA TANGERANG SELATAN,10. Pas photo.jpg,PARTAI BERKARYA,175795,3,EDDY MUNZIRRIAN,Laki-Laki,7,24,26141
JAKARTA SELATAN,FOTO SILON.JPG,PARTAI BERKARYA,297369,4,VIDYA WIDYASTUTI,Perempuan,7,24,26141
JAKARTA BARAT,foto.jpeg,PARTAI BERKARYA,270465,5,"ERWIN S.H., MH",Laki-Laki,7,24,26141
JAKARTA SELATAN,FOTO.JPG,PARTAI BERKARYA,176423,6,"Dr. dr. MARULI MANGUNSONG, SpS, M.Epid",Laki-Laki,7,24,26141
JAKARTA BARAT,FOTO.JPG,PARTAI BERKARYA,69385,1,"AHMAD MUHAJIR, SE.MM",Laki-Laki,7,25,26141
JAKARTA TIMUR,FOTO SILON BARU.JPG,PARTAI BERKARYA,72737,2,"Hj. TINTIN HENDRAYANI, S.IP",Perempuan,7,25,26141
BOGOR,foto untuk silon.JPG,PARTAI BERKARYA,70526,3,"Mayjen TNI (Purn). MALIKI MIFT, SIP, M.H.",Laki-Laki,7,25,26141
BOGOR,FOTO.JPG,PARTAI BERKARYA,93088,4,Ir. H. GUNAWAN HASAN,Laki-Laki,7,25,26141
JAKARTA PUSAT,FOTO.JPG,PARTAI BERKARYA,300374,5,"NAZARUDIN, SH",Laki-Laki,7,25,26141
KOTA TANGERANG,FOTO.JPG,PARTAI BERKARYA,297858,6,ELLY KARLINA,Perempuan,7,25,26141
JAKARTA TIMUR,foto silon.JPG,PARTAI BERKARYA,271871,7,"YONSAH MINANDA, SH., MH",Laki-Laki,7,25,26141
KOTA BOGOR,"PAS FOTO DONY ENDRASSANTO, SH.jpg",PARTAI BERKARYA,69780,8,"DONY ENDRASSANTO, SH",Laki-Laki,7,25,26141
JAKARTA BARAT,FOTO NONI.JPG,PARTAI BERKARYA,66870,9,NONI LISDIANA SARI,Perempuan,7,25,26141
KOTA BEKASI,FOTO SILON.JPG,PARTAI BERKARYA,94957,1,"RADEN ANDREAS NANDIWARDHANA, SE",Laki-Laki,7,26,26141
KOTA BEKASI,foto silon.JPG,PARTAI BERKARYA,93769,2,Drs. BASRI CAKO,Laki-Laki,7,26,26141
JAKARTA PUSAT,FOTO SILON.JPG,PARTAI BERKARYA,230275,3,YANTI OCTAVIA,Perempuan,7,26,26141
KOTA DEPOK,foto untuk silon.JPG,PARTAI BERKARYA,181360,4,H. ACEP SAEPUDIN,Laki-Laki,7,26,26141
KOTA BEKASI,FOTO SILON.JPG,PARTAI BERKARYA,8778,5,Ir. H. SORDANG NASUTION,Laki-Laki,7,26,26141
JAKARTA SELATAN,FOTO.JPG,PARTAI BERKARYA,293940,6,"NANDA SAFITRI LUBIS, SH",Perempuan,7,26,26141
KOTA DEPOK,FOTO UNTUK SILON.JPG,PARTAI BERKARYA,155529,1,"INDIRAYANI KOSTININGTYAS, SE",Perempuan,7,27,26141
KOTA BANDUNG,foto silon.JPG,PARTAI BERKARYA,184659,2,"Dr. Ir. H. NASEP RACHMAT, MM., M.Si.",Laki-Laki,7,27,26141
KOTA BEKASI,FOTO SILON.JPG,PARTAI BERKARYA,185401,3,Drs. BAMBANG ABIMANYU,Laki-Laki,7,27,26141
JAKARTA SELATAN,FOTO SONYA.JPG,PARTAI BERKARYA,184432,4,"SONYA RIZKY, SE",Perempuan,7,27,26141
KARAWANG,FOTO UNTUK SILON.JPG,PARTAI BERKARYA,183225,5,"ASEP AGUSTIAN, SH, MH",Laki-Laki,7,27,26141
KARAWANG,FOTO SILON.JPG,PARTAI BERKARYA,185951,6,Drs. ASEP ISHAK,Laki-Laki,7,27,26141
BOGOR,FOTO SILON.JPG,PARTAI BERKARYA,300025,7,H. ABU BAKAR,Laki-Laki,7,27,26141
BOGOR,foto.JPG,PARTAI BERKARYA,300355,8,"Dra. ASMAULHUSNA ADAM, M.Pd.",Perempuan,7,27,26141
KOTA BEKASI,FOTO.jpg,PARTAI BERKARYA,75655,9,"HARTONO SINGGIH, S.IP, MM",Laki-Laki,7,27,26141
KARAWANG,FOTO.JPG,PARTAI BERKARYA,275155,10,"BADRUL MUNIR, SE",Laki-Laki,7,27,26141
JAKARTA TIMUR,foto silon pa yayat.JPG,PARTAI BERKARYA,9015,1,"LETJEN.TNI (Purn). YAYAT SUDRAJAT, SE",Laki-Laki,7,28,26141
KOTA CIREBON,FOTO SILON.JPG,PARTAI BERKARYA,201209,2,RATU RAJA ARIMBI NURTINA,Perempuan,7,28,26141
JAKARTA TIMUR,FOTO UNTUK SILON.JPG,PARTAI BERKARYA,104523,3,TATY SUHARTATY,Perempuan,7,28,26141
KOTA TANGERANG SELATAN,FOTO SILON ANDRIAN.JPG,PARTAI BERKARYA,276500,4,"ANDRIAN LAMEMUHAR, SE",Laki-Laki,7,28,26141
JAKARTA SELATAN,FOTO SILON.JPG,PARTAI BERKARYA,283229,5,MIVA FAYROOZKA IRNANTIA,Perempuan,7,28,26141
BOGOR,foto.JPG,PARTAI BERKARYA,275806,6,DENNY SUPRIATNA,Laki-Laki,7,28,26141
JAKARTA SELATAN,foto silon.JPG,PARTAI BERKARYA,262961,7,SULTAN PASHA DJORGHI,Laki-Laki,7,28,26141
JAKARTA SELATAN,10. Pas Photo.JPG,PARTAI BERKARYA,210361,8,"FAUZIAH, S.Sos.",Perempuan,7,28,26141
JAKARTA TIMUR,FOTO SILON LESINDAHETI.JPG,PARTAI BERKARYA,283308,9,LESINDAHETI MARSUDI,Perempuan,7,28,26141
JAKARTA SELATAN,foto silon.JPG,PARTAI BERKARYA,204420,1,Dr. H. RM. PUPUNG SUHARIS,Laki-Laki,7,29,26141
KOTA DEPOK,FOTO SILON.JPG,PARTAI BERKARYA,136041,2,"Ir. H. DEDI NURYANA FIRDAUS, MH",Laki-Laki,7,29,26141
JAKARTA SELATAN,FOTO.jpg,PARTAI BERKARYA,77807,3,DWI SURYAWATI SAID,Perempuan,7,29,26141
KOTA BANDUNG,foto.JPG,PARTAI BERKARYA,114957,4,Drs. H. TJUTJU SACHRUM,Laki-Laki,7,29,26141
JAKARTA TIMUR,FOTO LILY HILDA.JPG,PARTAI BERKARYA,8012,5,R. LILY HILDA,Perempuan,7,29,26141
MAJALENGKA,FOTO SILON.JPG,PARTAI BERKARYA,202426,6,"Dr. Drs. H. EMAN SUDIRMAN, MS",Laki-Laki,7,29,26141
KOTA BANDUNG,FOTO SILON.JPG,PARTAI BERKARYA,276916,7,"Ir. CECEP RUKMANA R., MM",Laki-Laki,7,29,26141
JAKARTA BARAT,FOTO APNI.JPG,PARTAI BERKARYA,63276,8,APNI YULIA SARI,Perempuan,7,29,26141
KOTA BANDUNG,FOTO.JPG,PARTAI BERKARYA,152751,1,Drs. H. EKA SANTOSA,Laki-Laki,7,30,26141
KOTA BEKASI,FOTO SILON.JPG,PARTAI BERKARYA,205458,2,"Hj. LESTARI YUSENO, SH",Perempuan,7,30,26141
BEKASI,foto silon.JPG,PARTAI BERKARYA,300313,3,SIR JOHN,Laki-Laki,7,30,26141
JAKARTA SELATAN,Ahmad Jaya Adiguna_4x6.jpg,PARTAI BERKARYA,78259,4,AHMAD JAYA ADIGUNA,Laki-Laki,7,30,26141
JAKARTA PUSAT,FOTO.JPG,PARTAI BERKARYA,206446,5,MULYADI ELHAN ZAKARIA,Laki-Laki,7,30,26141
JAKARTA BARAT,foto silon.JPG,PARTAI BERKARYA,274697,6,NUNI HARMAYANTI,Perempuan,7,30,26141
JAKARTA SELATAN,foto averina oktavia mengko.JPG,PARTAI BERKARYA,283356,7,AVERINA OKTAVIA MENGKO,Perempuan,7,30,26141
JAKARTA SELATAN,Poto Ibu Sarimaya.jpg,PARTAI BERKARYA,76839,1,Hj. SARIMAYA SE,Perempuan,7,31,26141
JAKARTA PUSAT,FOTO SILON.JPG,PARTAI BERKARYA,228226,2,HASANUDDIN SIBUEA,Laki-Laki,7,31,26141
KOTA TASIKMALAYA,FOTO.jpg,PARTAI BERKARYA,77987,3,"ASEP HERU ROCHIMAT, S.Kom",Laki-Laki,7,31,26141
KOTA BANDUNG,FOTO.JPG,PARTAI BERKARYA,298014,4,H. CEP MIMIT,Laki-Laki,7,31,26141
KOTA TANGERANG SELATAN,10. PAS FOTO.jpg,PARTAI BERKARYA,74536,5,VELLY KRISTIANTI,Perempuan,7,31,26141
KOTA TASIKMALAYA,14. FOTO DADUN.JPG,PARTAI BERKARYA,77345,6,Ir. DADUN NAJMU ZAMAN,Laki-Laki,7,31,26141
KOTA BEKASI,foto.JPG,PARTAI BERKARYA,208592,7,DONNY KESUMA,Laki-Laki,7,31,26141
JAKARTA SELATAN,Monalisa_4x6.jpg,PARTAI BERKARYA,75816,8,"MONALISA, S.Si, M.Si",Perempuan,7,31,26141
KOTA BANDUNG,FOTO JUGA.JPG,PARTAI BERKARYA,281783,9,"Drs. H. JAJANG SUHERMAN, MBA, MM",Laki-Laki,7,31,26141
KOTA TANGERANG,FOTO.JPG,PARTAI BERKARYA,77235,10,RUDI ENDANG KURNIAWAN,Laki-Laki,7,31,26141
KOTA PANGKALPINANG,samuel widodo.JPG,PARTAI BERKARYA,164345,1,Ir. MUHAMMAD SAMUEL WIDONO,Laki-Laki,7,16,24993
JAKARTA SELATAN,HAFIZ.JPG,PARTAI BERKARYA,156927,2,"HAFIZ NURALDIN BENJAMIN, S.Kom",Laki-Laki,7,16,24993
JAKARTA BARAT,null,PARTAI BERKARYA,303414,3,MULYANI MEMEN SASMINTA,Perempuan,7,16,24993
JAKARTA PUSAT,FOTO UNTUK SILON.JPG,PARTAI BERKARYA,111816,1,MUHAMMAD ALI REZA,Laki-Laki,7,18,25823
KOTA BEKASI,foto untuk silon.JPG,PARTAI BERKARYA,168472,2,"OKTOBERIANDI, SH",Laki-Laki,7,18,25823
JAKARTA BARAT,FOTO SILON.JPG,PARTAI BERKARYA,68367,3,Hj. MEIZA TURRIDA ILHAM,Perempuan,7,18,25823
JAKARTA TIMUR,FOTO SILON.JPG,PARTAI BERKARYA,69682,4,"Ir. AZWARDY AZHAR, S.E., M.Si.",Laki-Laki,7,18,25823
KOTA BEKASI,FOTO SILON.JPG,PARTAI BERKARYA,168503,5,"Dr. ZAHARA TUSSOLEHA RONY, M.M.",Perempuan,7,18,25823
JAKARTA PUSAT,FOTO SILON.JPG,PARTAI BERKARYA,261383,6,HENCE CARLOS KAPARANG,Laki-Laki,7,18,25823
JAKARTA SELATAN,FOTO.JPG,PARTAI BERKARYA,7235,1,VASKO RUSEIMY,Laki-Laki,7,19,25823
JAKARTA SELATAN,FOTO.jpg,PARTAI BERKARYA,101967,2,"NINA KRISNAWATI, SE",Perempuan,7,19,25823
JAKARTA SELATAN,PAS FOTO SRI NURHANDAYANI.jpg,PARTAI BERKARYA,78387,3,SRI NURHANDAYANI,Perempuan,7,19,25823
JAKARTA SELATAN,FOTO.JPG,PARTAI BERKARYA,168563,4,"INDRA DUWILA, SH",Laki-Laki,7,19,25823
JAKARTA SELATAN,FOTO.JPG,PARTAI BERKARYA,299816,5,Drs. H. MAHFUDZ DJAELANI,Laki-Laki,7,19,25823
null,FOTO.JPG,PARTAI BERKARYA,168732,6,MUHAMMAD AMIN BN.APPA,Laki-Laki,7,19,25823
JAKARTA SELATAN,foto-nurfitria farhana.jpg,PARTAI BERKARYA,284828,7,Dra. H. NURFITRIA FARHANA,Perempuan,7,19,25823
JAKARTA SELATAN,foto-raslinna rasidin.jpg,PARTAI BERKARYA,171492,1,RASLINNA RASIDIN,Perempuan,7,20,25823
JAKARTA SELATAN,FOTO.JPG,PARTAI BERKARYA,169224,2,"INDIRA RATNA NINGSIH, SH",Perempuan,7,20,25823
JAKARTA TIMUR,FOTO DR ESTER.JPG,PARTAI BERKARYA,8745,3,Dr. ESTHER RYAN M MANDALAWATI,Perempuan,7,20,25823
JAKARTA UTARA,FOTO SILON.JPG,PARTAI BERKARYA,299917,4,MUHAMMAD RIDWAN,Laki-Laki,7,20,25823
JAKARTA BARAT,FOTO.JPG,PARTAI BERKARYA,169591,5,"PUTU KAMIANI, SH",Perempuan,7,20,25823
JAKARTA SELATAN,FOTO SILON.JPG,PARTAI BERKARYA,195453,6,Ir. KH. ERMAS ANDICO SYAMDA,Laki-Laki,7,20,25823
JAKARTA PUSAT,FOTO.JPG,PARTAI BERKARYA,70118,7,ELIZE MARIA TUWAHATU,Perempuan,7,20,25823
JAKARTA SELATAN,foto silon ranto M.H. MANIK.JPG,PARTAI BERKARYA,294965,8,RANTO M.H. MANIK,Laki-Laki,7,20,25823
PATI,slamet jateng 1.jpg,PARTAI BERKARYA,197956,1,"Ir. HM. SLAMET WARSITO, MT",Laki-Laki,7,32,32676
KOTA SEMARANG,Screenshot_2.jpg,PARTAI BERKARYA,149185,2,JUANDA SETIA KIAI DEMAK,Laki-Laki,7,32,32676
KOTA SALATIGA,Capture27.JPG,PARTAI BERKARYA,146303,3,"RETNO BEKTI LESTARI, SH",Perempuan,7,32,32676
KOTA SEMARANG,Screenshot_2.png,PARTAI BERKARYA,146028,4,"RIVER CHANDRA KUSUMA WINTIO, S.T",Laki-Laki,7,32,32676
JAKARTA SELATAN,Screenshot_2.png,PARTAI BERKARYA,145692,5,R.M. A. SYARIF HIDAYAT,Laki-Laki,7,32,32676
KUDUS,Screenshot_4.jpg,PARTAI BERKARYA,272349,6,MEUTIA DEWI,Perempuan,7,32,32676
JAKARTA SELATAN,Capture 28.JPG,PARTAI BERKARYA,263224,7,SITI ANISSA TRI HAPSARI,Perempuan,7,32,32676
GROBOGAN,Screenshot_2.JPG,PARTAI BERKARYA,149685,8,"EDY MULYANTO, S.Si.T.,M.Si.,M.MAR",Laki-Laki,7,32,32676
KOTA DEPOK,Screenshot_3.jpg,PARTAI BERKARYA,249299,1,"PANDUWINATA FN ARIFIN, S.Si., MT",Laki-Laki,7,33,32676
JAKARTA SELATAN,Screenshot_2.png,PARTAI BERKARYA,141020,2,ROCHMIYATI,Perempuan,7,33,32676
KUDUS,Screenshot_2.jpg,PARTAI BERKARYA,266289,3,ARIS TIANTO,Laki-Laki,7,33,32676
