namaKab,originalFilename,namaPartai,id,noUrut,nama,stringJenisKelamin
KOTA PEKANBARU,Capture.JPG,PARTAI BERKARYA,122601,2,JERRY SAPUTRA,Laki-Laki
KOTA PEKANBARU,Capture.JPG,PARTAI BERKARYA,123746,3,MEYLINA PATRICIA BEATRIX TAMBA,Perempuan
INDRAGIRI HILIR,Capture.JPG,PARTAI BERKARYA,123283,4,"Dr. R. SRI HANDAYANI, SE, MM",Perempuan
KOTA PEKANBARU,Capture.JPG,PARTAI BERKARYA,123044,5,MISBAH NASUTION,Perempuan
JAKARTA PUSAT,Capture.JPG,PARTAI BERKARYA,123535,6,"YANTI MARIA, SH",Perempuan
KOTA JAMBI,Hariata.JPG,PARTAI BERKARYA,197640,1,"Dr. Ir. Hj. HARIATIA, ME, M.Si.",Perempuan
KOTA JAMBI,FOTO SABRISAL.JPG,PARTAI BERKARYA,54011,2,SABRISAL,Laki-Laki
KARAWANG,Capture.JPG,PARTAI BERKARYA,302444,3,"BAMBANG HARYANTO, S.Sos.",Laki-Laki
KOTA JAMBI,FOTO.JPG,PARTAI BERKARYA,155942,4,"H. ABBAS ABUBAKAR, SH",Laki-Laki
KOTA JAMBI,FOTO.JPG,PARTAI BERKARYA,139145,5,"Dr. FIRDAUS NUR, SE, MM",Laki-Laki
KOTA JAMBI,FOTO.JPG,PARTAI BERKARYA,171648,6,YULI ENDAH WULAN SARI,Perempuan
JAKARTA TIMUR,FOTO.JPG,PARTAI BERKARYA,163460,7,"DESSIANA SAVITRI, SH",Perempuan
BOGOR,FOTO SILON.JPG,PARTAI BERKARYA,137623,1,Drs. MUHAMMAD SAJID,Laki-Laki
KOTA BEKASI,GHANTI SJAHABUDIN.JPG,PARTAI BERKARYA,246899,2,"H.F.R GHANTY SJAHABUDIN, SH, MM",Laki-Laki
KOTA PALEMBANG,siti sundari.jpg,PARTAI BERKARYA,135642,3,SITI SUNDARI,Perempuan
BANYUASIN,ISMAIL ABUBAKAR.JPG,PARTAI BERKARYA,137118,4,"ISMAIL ABUBAKAR, SE",Laki-Laki
JAKARTA PUSAT,AGUSNAN.JPG,PARTAI BERKARYA,136619,5,AGUSNAN,Laki-Laki
KOTA PALEMBANG,AZIZAH.JPG,PARTAI BERKARYA,136395,6,RA. AZIZAH,Perempuan
KOTA PALEMBANG,FOTO SILON.JPG,PARTAI BERKARYA,137013,7,ELLYA INDAH LESTARI,Perempuan
KOTA PALEMBANG,RATNA_NOVI_HARTATI.JPG,PARTAI BERKARYA,241873,8,RATNA NOVI HARTATI,Perempuan
JAKARTA UTARA,H.ROSIHAN_ARSYAD.JPG,PARTAI BERKARYA,134548,1,H. ROSIHAN ARSYAD,Laki-Laki
JAKARTA BARAT,RAHMAT_SH.JPG,PARTAI BERKARYA,162343,2,"RAHMAT, SH",Laki-Laki
KOTA PALEMBANG,ELYU_CHOMISAH.JPG,PARTAI BERKARYA,135133,3,"ELYU CHOMISAH, S.IP, M.KES",Perempuan
KOTA PALEMBANG,ZAINUL BACHRI.JPG,PARTAI BERKARYA,143079,4,"H. ZAINUL BACHRI HAZ, S.IP",Laki-Laki
KOTA PAGAR ALAM,TARMIZI_ST.JPG,PARTAI BERKARYA,136179,5,"TARMIZI, ST, MM",Laki-Laki
KOTA PALEMBANG,SUNDA_ARIANA.JPG,PARTAI BERKARYA,242462,6,"Dr. SUNDA ARIANA, M.Pd., M.M",Perempuan
OGAN KOMERING ILIR,NINING_SARTIKA.JPG,PARTAI BERKARYA,175761,7,NINING SARTIKA,Perempuan
KOTA BANDUNG,ADI_GUNA.JPG,PARTAI BERKARYA,137392,8,"ADI GUNA, SST",Laki-Laki
OGAN KOMERING ILIR,YUDI_AFRIANDI.JPG,PARTAI BERKARYA,140212,9,YUDI AFRIANDI,Laki-Laki
BOGOR,Azwar.JPG,PARTAI BERKARYA,164619,1,"AZWAR BOERHAN, M. ENG. SC",Laki-Laki
KOTA DEPOK,SEPTI.PNG,PARTAI BERKARYA,249322,2,"SEPTI EFIYETI, SH",Perempuan
KOTA BENGKULU,FOTO.JPG,PARTAI BERKARYA,124777,3,DRS. HENDARMIN AFANDI,Laki-Laki
JAKARTA BARAT,FOTO.JPG,PARTAI BERKARYA,44686,1,"ADE IRMA JAZULI, SH",Perempuan
JAKARTA BARAT,nata.JPG,PARTAI BERKARYA,21620,2,Drs. NATA BUANA,Laki-Laki
KOTA DEPOK,hj eva karlena.JPG,PARTAI BERKARYA,174948,3,"Hj. EVA KARLENA, SE",Perempuan
KOTA BANDAR LAMPUNG,ARDIANSYAH.JPG,PARTAI BERKARYA,21637,4,ARDIANSYAH AMRI,Laki-Laki
JAKARTA SELATAN,IDA FARIDA.JPG,PARTAI BERKARYA,77024,5,IDA FARIDA,Perempuan
KOTA BANDAR LAMPUNG,arif budiman.JPG,PARTAI BERKARYA,76956,6,ARIF BUDIMAN,Laki-Laki
KOTA BANDAR LAMPUNG,juliana abidin.JPG,PARTAI BERKARYA,174119,7,"Dr. Hj. ZULIANA ABIDIN, SE, M.Si.",Perempuan
JAKARTA UTARA,foto.jpg,PARTAI BERKARYA,210687,8,AZWAN SAPRANI,Laki-Laki
JAKARTA SELATAN,Capture.JPG,PARTAI BERKARYA,300811,9,"DEDY SETIAWAN, SH",Laki-Laki
JAKARTA TIMUR,NURDIANA HASANAH.JPG,PARTAI BERKARYA,175318,10,NURDIANA HASANAH,Perempuan
KOTA BEKASI,foto.JPG,PARTAI BERKARYA,77081,1,"GUNTHAR HENRI GAMAL BACHROEMSJAH, SH",Laki-Laki
KOTA BEKASI,SUGENG RUSMAN.JPG,PARTAI BERKARYA,77496,2,"H. SUGENG RUSMAN, SE, MM",Laki-Laki
JAKARTA SELATAN,FITRIYAH.JPG,PARTAI BERKARYA,222015,3,FITRIYAH,Perempuan
KOTA BANDAR LAMPUNG,FOTO.JPG,PARTAI BERKARYA,121395,4,"M. OKI UDAYANA, SE",Laki-Laki
JAKARTA UTARA,FOTO.JPG,PARTAI BERKARYA,119844,5,"ANDI EFFENDI, SE",Laki-Laki
KOTA TANGERANG SELATAN,FOTO.JPG,PARTAI BERKARYA,139541,6,"IRMA, SE",Perempuan
JAKARTA SELATAN,FOTO.JPG,PARTAI BERKARYA,93949,7,"DION HARDI, BA",Laki-Laki
LAMPUNG UTARA,FOTO.JPG,PARTAI BERKARYA,121180,8,"KODARI, SE",Laki-Laki
JAKARTA BARAT,FOTO.JPG,PARTAI BERKARYA,180817,9,IRMA HANDAYANI,Perempuan
JAKARTA PUSAT,FOTO.JPG,PARTAI BERKARYA,120792,10,Ir. ANDI BOHAR ALAM,Laki-Laki
KOTA BATAM,Screenshot_2.JPG,PARTAI BERKARYA,94687,1,"SUPANDI AR, S.Sos, M. Hum",Laki-Laki
KOTA TANGERANG SELATAN,Screenshot_2.JPG,PARTAI BERKARYA,131850,2,MUHAMMAD NAS,Laki-Laki
KOTA BATAM,Screenshot_2.JPG,PARTAI BERKARYA,132501,3,SRI TARIATUN AMPERANINGSIH,Perempuan
KOTA BANDUNG,foto.jpg,PARTAI BERKARYA,170123,1,"H. DADANG S. EKADIREJA, S.IP",Laki-Laki
JAKARTA SELATAN,FOTO BARU SILON.JPG,PARTAI BERKARYA,82013,2,TB TRIYATNA DJAJASANTOSA,Laki-Laki
KOTA BANDUNG,FOTO SILON.JPG,PARTAI BERKARYA,215622,3,"FITRISNA, SSi, Apt",Perempuan
KOTA BANDUNG,foto.JPG,PARTAI BERKARYA,170249,4,"Drs. H. AZHARI, MM",Laki-Laki
KOTA BANDUNG,foto silon 2.JPG,PARTAI BERKARYA,170033,5,"YODI RUSTANDI, S.Sos.",Laki-Laki
KOTA BANDUNG,FOTO SILON.JPG,PARTAI BERKARYA,255126,6,"ENNI ERYANI, SH., MBA.",Perempuan
KOTA BANDUNG,FOTO.JPG,PARTAI BERKARYA,281422,7,"YULIA RAMALIA, SH",Perempuan
BANDUNG,foto.JPG,PARTAI BERKARYA,170687,1,"Drs. H. MARWAN EFFENDI, SH., M.Si.",Laki-Laki
JAKARTA SELATAN,FOTO ROESTANTO.JPG,PARTAI BERKARYA,63247,2,"Ir. H. ROESTANTO W D, M.M.",Laki-Laki
BANDUNG BARAT,fhoto latar merah.jpg,PARTAI BERKARYA,63031,3,"Dr. Hj. NENENG NENIH, MP., S.Pd",Perempuan
BANDUNG,FOTO.JPG,PARTAI BERKARYA,63231,4,RACHMA SUTANTY,Perempuan
JAKARTA BARAT,FOTO DENNY.JPG,PARTAI BERKARYA,281544,5,DENNY SHARIEFFUDIN,Laki-Laki
BANDUNG BARAT,FOTO ALIDA.JPG,PARTAI BERKARYA,171218,6,"Dra. ALIDA HANDAU LAMPE G., M.Si.",Perempuan
JAKARTA PUSAT,foto.JPG,PARTAI BERKARYA,63132,7,HILMAN BUDI BADARUSUHADA,Laki-Laki
KOTA TANGERANG SELATAN,FOTO.JPG,PARTAI BERKARYA,95104,8,"IWAN RIDWAN, SH",Laki-Laki
BANDUNG,FOTO MUCHTAR SOLI.JPG,PARTAI BERKARYA,82504,9,Drs. MUCHTAR SOLI,Laki-Laki
KOTA BEKASI,FOTO KE SILON.JPG,PARTAI BERKARYA,268256,10,FITRIAH LINDAWATI,Perempuan
KOTA BOGOR,FOTO IYET RACHMAWATI.jpg,PARTAI BERKARYA,8826,1,"IYET RACHMAWATI, SH",Perempuan
KOTA BOGOR,foto silon.JPG,PARTAI BERKARYA,9009,2,"ROCKY FRANS SUBUN, SH. MH",Laki-Laki
KOTA BANDUNG,FOTO.JPG,PARTAI BERKARYA,175231,3,PEPPY BADRU FATAHILLAH,Laki-Laki
JAKARTA SELATAN,foto.JPG,PARTAI BERKARYA,297594,4,R.D. NAULITA D. SIAGIAN,Perempuan
JAKARTA TIMUR,foto silon djoko wiseno.JPG,PARTAI BERKARYA,63287,5,"DJOKO WISENO, SE",Laki-Laki
JAKARTA SELATAN,FOTO UNTUK SILON.JPG,PARTAI BERKARYA,174108,6,"H. ALVIN NUGRAHA, S.H., MKn., LLM",Laki-Laki
SUKABUMI,FOTO UNTUK SILON.JPG,PARTAI BERKARYA,173864,7,"KH. AM. SAEPUDIN, MA",Laki-Laki
BANDUNG,Foto sementara.JPG,PARTAI BERKARYA,297772,8,INDAH LESTARI,Perempuan
KOTA BOGOR,foto silon.JPG,PARTAI BERKARYA,175300,9,MUAMAR TORIK,Laki-Laki
KOTA TANGERANG SELATAN,foto merah.jpg,PARTAI BERKARYA,75664,1,RITA IRAWATI PRIATNA,Perempuan
KOTA TANGERANG SELATAN,FOTO UNTUK SILON.JPG,PARTAI BERKARYA,74606,2,MUHAMAD ARAFAH,Laki-Laki
KOTA TANGERANG SELATAN,10. Pas photo.jpg,PARTAI BERKARYA,175795,3,EDDY MUNZIRRIAN,Laki-Laki
JAKARTA SELATAN,FOTO SILON.JPG,PARTAI BERKARYA,297369,4,VIDYA WIDYASTUTI,Perempuan
JAKARTA BARAT,foto.jpeg,PARTAI BERKARYA,270465,5,"ERWIN S.H., MH",Laki-Laki
JAKARTA SELATAN,FOTO.JPG,PARTAI BERKARYA,176423,6,"Dr. dr. MARULI MANGUNSONG, SpS, M.Epid",Laki-Laki
JAKARTA BARAT,FOTO.JPG,PARTAI BERKARYA,69385,1,"AHMAD MUHAJIR, SE.MM",Laki-Laki
JAKARTA TIMUR,FOTO SILON BARU.JPG,PARTAI BERKARYA,72737,2,"Hj. TINTIN HENDRAYANI, S.IP",Perempuan
BOGOR,foto untuk silon.JPG,PARTAI BERKARYA,70526,3,"Mayjen TNI (Purn). MALIKI MIFT, SIP, M.H.",Laki-Laki
BOGOR,FOTO.JPG,PARTAI BERKARYA,93088,4,Ir. H. GUNAWAN HASAN,Laki-Laki
JAKARTA PUSAT,FOTO.JPG,PARTAI BERKARYA,300374,5,"NAZARUDIN, SH",Laki-Laki
KOTA TANGERANG,FOTO.JPG,PARTAI BERKARYA,297858,6,ELLY KARLINA,Perempuan
JAKARTA TIMUR,foto silon.JPG,PARTAI BERKARYA,271871,7,"YONSAH MINANDA, SH., MH",Laki-Laki
KOTA BOGOR,"PAS FOTO DONY ENDRASSANTO, SH.jpg",PARTAI BERKARYA,69780,8,"DONY ENDRASSANTO, SH",Laki-Laki
JAKARTA BARAT,FOTO NONI.JPG,PARTAI BERKARYA,66870,9,NONI LISDIANA SARI,Perempuan
KOTA BEKASI,FOTO SILON.JPG,PARTAI BERKARYA,94957,1,"RADEN ANDREAS NANDIWARDHANA, SE",Laki-Laki
KOTA BEKASI,foto silon.JPG,PARTAI BERKARYA,93769,2,Drs. BASRI CAKO,Laki-Laki
JAKARTA PUSAT,FOTO SILON.JPG,PARTAI BERKARYA,230275,3,YANTI OCTAVIA,Perempuan
KOTA DEPOK,foto untuk silon.JPG,PARTAI BERKARYA,181360,4,H. ACEP SAEPUDIN,Laki-Laki
KOTA BEKASI,FOTO SILON.JPG,PARTAI BERKARYA,8778,5,Ir. H. SORDANG NASUTION,Laki-Laki
JAKARTA SELATAN,FOTO.JPG,PARTAI BERKARYA,293940,6,"NANDA SAFITRI LUBIS, SH",Perempuan
KOTA DEPOK,FOTO UNTUK SILON.JPG,PARTAI BERKARYA,155529,1,"INDIRAYANI KOSTININGTYAS, SE",Perempuan
KOTA BANDUNG,foto silon.JPG,PARTAI BERKARYA,184659,2,"Dr. Ir. H. NASEP RACHMAT, MM., M.Si.",Laki-Laki
KOTA BEKASI,FOTO SILON.JPG,PARTAI BERKARYA,185401,3,Drs. BAMBANG ABIMANYU,Laki-Laki
JAKARTA SELATAN,FOTO SONYA.JPG,PARTAI BERKARYA,184432,4,"SONYA RIZKY, SE",Perempuan
KARAWANG,FOTO UNTUK SILON.JPG,PARTAI BERKARYA,183225,5,"ASEP AGUSTIAN, SH, MH",Laki-Laki
KARAWANG,FOTO SILON.JPG,PARTAI BERKARYA,185951,6,Drs. ASEP ISHAK,Laki-Laki
BOGOR,FOTO SILON.JPG,PARTAI BERKARYA,300025,7,H. ABU BAKAR,Laki-Laki
BOGOR,foto.JPG,PARTAI BERKARYA,300355,8,"Dra. ASMAULHUSNA ADAM, M.Pd.",Perempuan
KOTA BEKASI,FOTO.jpg,PARTAI BERKARYA,75655,9,"HARTONO SINGGIH, S.IP, MM",Laki-Laki
KARAWANG,FOTO.JPG,PARTAI BERKARYA,275155,10,"BADRUL MUNIR, SE",Laki-Laki
JAKARTA TIMUR,foto silon pa yayat.JPG,PARTAI BERKARYA,9015,1,"LETJEN.TNI (Purn). YAYAT SUDRAJAT, SE",Laki-Laki
KOTA CIREBON,FOTO SILON.JPG,PARTAI BERKARYA,201209,2,RATU RAJA ARIMBI NURTINA,Perempuan
JAKARTA TIMUR,FOTO UNTUK SILON.JPG,PARTAI BERKARYA,104523,3,TATY SUHARTATY,Perempuan
KOTA TANGERANG SELATAN,FOTO SILON ANDRIAN.JPG,PARTAI BERKARYA,276500,4,"ANDRIAN LAMEMUHAR, SE",Laki-Laki
JAKARTA SELATAN,FOTO SILON.JPG,PARTAI BERKARYA,283229,5,MIVA FAYROOZKA IRNANTIA,Perempuan
BOGOR,foto.JPG,PARTAI BERKARYA,275806,6,DENNY SUPRIATNA,Laki-Laki
JAKARTA SELATAN,foto silon.JPG,PARTAI BERKARYA,262961,7,SULTAN PASHA DJORGHI,Laki-Laki
JAKARTA SELATAN,10. Pas Photo.JPG,PARTAI BERKARYA,210361,8,"FAUZIAH, S.Sos.",Perempuan
JAKARTA TIMUR,FOTO SILON LESINDAHETI.JPG,PARTAI BERKARYA,283308,9,LESINDAHETI MARSUDI,Perempuan
JAKARTA SELATAN,foto silon.JPG,PARTAI BERKARYA,204420,1,Dr. H. RM. PUPUNG SUHARIS,Laki-Laki
KOTA DEPOK,FOTO SILON.JPG,PARTAI BERKARYA,136041,2,"Ir. H. DEDI NURYANA FIRDAUS, MH",Laki-Laki
JAKARTA SELATAN,FOTO.jpg,PARTAI BERKARYA,77807,3,DWI SURYAWATI SAID,Perempuan
KOTA BANDUNG,foto.JPG,PARTAI BERKARYA,114957,4,Drs. H. TJUTJU SACHRUM,Laki-Laki
JAKARTA TIMUR,FOTO LILY HILDA.JPG,PARTAI BERKARYA,8012,5,R. LILY HILDA,Perempuan
MAJALENGKA,FOTO SILON.JPG,PARTAI BERKARYA,202426,6,"Dr. Drs. H. EMAN SUDIRMAN, MS",Laki-Laki
KOTA BANDUNG,FOTO SILON.JPG,PARTAI BERKARYA,276916,7,"Ir. CECEP RUKMANA R., MM",Laki-Laki
JAKARTA BARAT,FOTO APNI.JPG,PARTAI BERKARYA,63276,8,APNI YULIA SARI,Perempuan
KOTA BANDUNG,FOTO.JPG,PARTAI BERKARYA,152751,1,Drs. H. EKA SANTOSA,Laki-Laki
KOTA BEKASI,FOTO SILON.JPG,PARTAI BERKARYA,205458,2,"Hj. LESTARI YUSENO, SH",Perempuan
BEKASI,foto silon.JPG,PARTAI BERKARYA,300313,3,SIR JOHN,Laki-Laki
JAKARTA SELATAN,Ahmad Jaya Adiguna_4x6.jpg,PARTAI BERKARYA,78259,4,AHMAD JAYA ADIGUNA,Laki-Laki
JAKARTA PUSAT,FOTO.JPG,PARTAI BERKARYA,206446,5,MULYADI ELHAN ZAKARIA,Laki-Laki
JAKARTA BARAT,foto silon.JPG,PARTAI BERKARYA,274697,6,NUNI HARMAYANTI,Perempuan
JAKARTA SELATAN,foto averina oktavia mengko.JPG,PARTAI BERKARYA,283356,7,AVERINA OKTAVIA MENGKO,Perempuan
JAKARTA SELATAN,Poto Ibu Sarimaya.jpg,PARTAI BERKARYA,76839,1,Hj. SARIMAYA SE,Perempuan
JAKARTA PUSAT,FOTO SILON.JPG,PARTAI BERKARYA,228226,2,HASANUDDIN SIBUEA,Laki-Laki
KOTA TASIKMALAYA,FOTO.jpg,PARTAI BERKARYA,77987,3,"ASEP HERU ROCHIMAT, S.Kom",Laki-Laki
KOTA BANDUNG,FOTO.JPG,PARTAI BERKARYA,298014,4,H. CEP MIMIT,Laki-Laki
KOTA TANGERANG SELATAN,10. PAS FOTO.jpg,PARTAI BERKARYA,74536,5,VELLY KRISTIANTI,Perempuan
KOTA TASIKMALAYA,14. FOTO DADUN.JPG,PARTAI BERKARYA,77345,6,Ir. DADUN NAJMU ZAMAN,Laki-Laki
KOTA BEKASI,foto.JPG,PARTAI BERKARYA,208592,7,DONNY KESUMA,Laki-Laki
JAKARTA SELATAN,Monalisa_4x6.jpg,PARTAI BERKARYA,75816,8,"MONALISA, S.Si, M.Si",Perempuan
KOTA BANDUNG,FOTO JUGA.JPG,PARTAI BERKARYA,281783,9,"Drs. H. JAJANG SUHERMAN, MBA, MM",Laki-Laki
KOTA TANGERANG,FOTO.JPG,PARTAI BERKARYA,77235,10,RUDI ENDANG KURNIAWAN,Laki-Laki
KOTA PANGKALPINANG,samuel widodo.JPG,PARTAI BERKARYA,164345,1,Ir. MUHAMMAD SAMUEL WIDONO,Laki-Laki
JAKARTA SELATAN,HAFIZ.JPG,PARTAI BERKARYA,156927,2,"HAFIZ NURALDIN BENJAMIN, S.Kom",Laki-Laki
JAKARTA BARAT,PARTAI BERKARYA,303414,3,MULYANI MEMEN SASMINTA,Perempuan
JAKARTA PUSAT,FOTO UNTUK SILON.JPG,PARTAI BERKARYA,111816,1,MUHAMMAD ALI REZA,Laki-Laki
KOTA BEKASI,foto untuk silon.JPG,PARTAI BERKARYA,168472,2,"OKTOBERIANDI, SH",Laki-Laki
JAKARTA BARAT,FOTO SILON.JPG,PARTAI BERKARYA,68367,3,Hj. MEIZA TURRIDA ILHAM,Perempuan
JAKARTA TIMUR,FOTO SILON.JPG,PARTAI BERKARYA,69682,4,"Ir. AZWARDY AZHAR, S.E., M.Si.",Laki-Laki
KOTA BEKASI,FOTO SILON.JPG,PARTAI BERKARYA,168503,5,"Dr. ZAHARA TUSSOLEHA RONY, M.M.",Perempuan
JAKARTA PUSAT,FOTO SILON.JPG,PARTAI BERKARYA,261383,6,HENCE CARLOS KAPARANG,Laki-Laki
JAKARTA SELATAN,FOTO.JPG,PARTAI BERKARYA,7235,1,VASKO RUSEIMY,Laki-Laki
JAKARTA SELATAN,FOTO.jpg,PARTAI BERKARYA,101967,2,"NINA KRISNAWATI, SE",Perempuan
JAKARTA SELATAN,PAS FOTO SRI NURHANDAYANI.jpg,PARTAI BERKARYA,78387,3,SRI NURHANDAYANI,Perempuan
JAKARTA SELATAN,FOTO.JPG,PARTAI BERKARYA,168563,4,"INDRA DUWILA, SH",Laki-Laki
JAKARTA SELATAN,FOTO.JPG,PARTAI BERKARYA,299816,5,Drs. H. MAHFUDZ DJAELANI,Laki-Laki
FOTO.JPG,PARTAI BERKARYA,168732,6,MUHAMMAD AMIN BN.APPA,Laki-Laki
JAKARTA SELATAN,foto-nurfitria farhana.jpg,PARTAI BERKARYA,284828,7,Dra. H. NURFITRIA FARHANA,Perempuan
JAKARTA SELATAN,foto-raslinna rasidin.jpg,PARTAI BERKARYA,171492,1,RASLINNA RASIDIN,Perempuan
JAKARTA SELATAN,FOTO.JPG,PARTAI BERKARYA,169224,2,"INDIRA RATNA NINGSIH, SH",Perempuan
JAKARTA TIMUR,FOTO DR ESTER.JPG,PARTAI BERKARYA,8745,3,Dr. ESTHER RYAN M MANDALAWATI,Perempuan
JAKARTA UTARA,FOTO SILON.JPG,PARTAI BERKARYA,299917,4,MUHAMMAD RIDWAN,Laki-Laki
JAKARTA BARAT,FOTO.JPG,PARTAI BERKARYA,169591,5,"PUTU KAMIANI, SH",Perempuan
JAKARTA SELATAN,FOTO SILON.JPG,PARTAI BERKARYA,195453,6,Ir. KH. ERMAS ANDICO SYAMDA,Laki-Laki
JAKARTA PUSAT,FOTO.JPG,PARTAI BERKARYA,70118,7,ELIZE MARIA TUWAHATU,Perempuan
JAKARTA SELATAN,foto silon ranto M.H. MANIK.JPG,PARTAI BERKARYA,294965,8,RANTO M.H. MANIK,Laki-Laki
PATI,slamet jateng 1.jpg,PARTAI BERKARYA,197956,1,"Ir. HM. SLAMET WARSITO, MT",Laki-Laki
KOTA SEMARANG,Screenshot_2.jpg,PARTAI BERKARYA,149185,2,JUANDA SETIA KIAI DEMAK,Laki-Laki
KOTA SALATIGA,Capture27.JPG,PARTAI BERKARYA,146303,3,"RETNO BEKTI LESTARI, SH",Perempuan
KOTA SEMARANG,Screenshot_2.png,PARTAI BERKARYA,146028,4,"RIVER CHANDRA KUSUMA WINTIO, S.T",Laki-Laki
JAKARTA SELATAN,Screenshot_2.png,PARTAI BERKARYA,145692,5,R.M. A. SYARIF HIDAYAT,Laki-Laki
KUDUS,Screenshot_4.jpg,PARTAI BERKARYA,272349,6,MEUTIA DEWI,Perempuan
JAKARTA SELATAN,Capture 28.JPG,PARTAI BERKARYA,263224,7,SITI ANISSA TRI HAPSARI,Perempuan
GROBOGAN,Screenshot_2.JPG,PARTAI BERKARYA,149685,8,"EDY MULYANTO, S.Si.T.,M.Si.,M.MAR",Laki-Laki
KOTA DEPOK,Screenshot_3.jpg,PARTAI BERKARYA,249299,1,"PANDUWINATA FN ARIFIN, S.Si., MT",Laki-Laki
JAKARTA SELATAN,Screenshot_2.png,PARTAI BERKARYA,141020,2,ROCHMIYATI,Perempuan
KUDUS,Screenshot_2.jpg,PARTAI BERKARYA,266289,3,ARIS TIANTO,Laki-Laki
BANDUNG,Screenshot_3.jpg,PARTAI BERKARYA,300662,4,RENI HARDITA GUNAWATI,Perempuan
KOTA SEMARANG,Screenshot_3.JPG,PARTAI BERKARYA,300184,5,"KRT. CHRISNA ATMADJI, SE",Laki-Laki
JAKARTA SELATAN,Screenshot_2.JPG,PARTAI BERKARYA,94126,6,"Ir. ERDI NURKITO, MT",Laki-Laki
GROBOGAN,Screenshot_2.JPG,PARTAI BERKARYA,146907,1,"H. SUWITO, SH",Laki-Laki
JAKARTA TIMUR,Screenshot_2.JPG,PARTAI BERKARYA,241288,2,"Dr. WULAN WAHYUNING, M.Pd.",Perempuan
GROBOGAN,Screenshot_2.jpg,PARTAI BERKARYA,268782,3,FAIZAL HANIF,Laki-Laki
GROBOGAN,Screenshot_2.JPG,PARTAI BERKARYA,239501,4,"ADITYA RUDI HERMAWAN, S.E.",Laki-Laki
GROBOGAN,Screenshot_2.JPG,PARTAI BERKARYA,269383,5,GALUH KARTIKA,Perempuan
CIANJUR,Screenshot_3.JPG,PARTAI BERKARYA,300121,6,MAWARDI,Laki-Laki
GROBOGAN,Screenshot_2.jpg,PARTAI BERKARYA,148103,7,"NURAINI TASRIFANTI, S.T",Perempuan
GROBOGAN,Screenshot_2.JPG,PARTAI BERKARYA,237819,8,"BAYU SAKTIAWAN, S.Si.",Laki-Laki
GROBOGAN,Screenshot_2.JPG,PARTAI BERKARYA,269717,9,SYAFIRA ZALZA BELLA GUPITA,Perempuan
KOTA SURAKARTA,Screenshot_2.jpg,PARTAI BERKARYA,271511,1,"KPAA. SURO AGUL AGUL H. BEGUG POERNOMOSIDI, SH., MM., Ph.D",Laki-Laki
JAKARTA SELATAN,Screenshot_2.JPG,PARTAI BERKARYA,160837,2,EDDY BASUKI,Laki-Laki
KOTA SURAKARTA,Screenshot_2.JPG,PARTAI BERKARYA,153666,3,"NINIK WIDAYANINGSIH ERMA WAHYUNI, SE.,M.Si.",Perempuan
BOYOLALI,Screenshot_3.JPG,PARTAI BERKARYA,222279,4,IRENE MAYA SADARINDAH,Perempuan
KOTA DEPOK,JPG.png,PARTAI BERKARYA,300679,5,HARIS FIRMANSYAH TANJUNG,Laki-Laki
JAKARTA SELATAN,Screenshot_2.jpg,PARTAI BERKARYA,253703,6,KARNI,Perempuan
KOTA SURAKARTA,Screenshot_2.JPG,PARTAI BERKARYA,59235,1,"PURWANTO, SE, M.Par",Laki-Laki
KOTA SURAKARTA,12.JPG,PARTAI BERKARYA,146514,2,RADIYANTO WIBOWO,Laki-Laki
KOTA YOGYAKARTA,Screenshot_2.JPG,PARTAI BERKARYA,147824,3,"RA. RETNO PUSPITA MANDRAWATI KUSUMOWARDANI, S.E., M.M",Perempuan
JAKARTA SELATAN,Screenshot_2.jpg,PARTAI BERKARYA,164175,4,DANI WIDYOTOMO SARWONO,Laki-Laki
KOTA TANGERANG SELATAN,Screenshot_2.JPG,PARTAI BERKARYA,302463,5,PRASATYA NINDITIA PUTRA,Laki-Laki
JAKARTA PUSAT,14.JPG,PARTAI BERKARYA,163260,6,"WIWIK ISMUHARTI, SE, MM",Perempuan
JAKARTA SELATAN,Screenshot_3.JPG,PARTAI BERKARYA,268062,7,"YULIANA SETIADI, SH",Perempuan
JAKARTA SELATAN,Screenshot_1.JPG,PARTAI BERKARYA,302465,8,REINNESE SUPIT POLII,Laki-Laki
JAKARTA SELATAN,Screenshot_3.JPG,PARTAI BERKARYA,150417,1,"MILASARI KUSUMO ANGGRAINI, SE",Perempuan
TEMANGGUNG,Screenshot_3.JPG,PARTAI BERKARYA,222831,2,"ALI MA'RUF, SH",Laki-Laki
KOTA YOGYAKARTA,Capture15.JPG,PARTAI BERKARYA,147237,3,"RA. RETNO SETYOBOMA SAVITRI KUSUMO PUTRI, S.H.,M.M.,MBA",Perempuan
MAGELANG,Screenshot_3.jpg,PARTAI BERKARYA,223114,4,MUH TOYIB,Laki-Laki
JAKARTA TIMUR,Screenshot_3.JPG,PARTAI BERKARYA,300685,5,DIDI HARMADI MOEDJONO,Laki-Laki
BANYUMAS,Screenshot_3.JPG,PARTAI BERKARYA,200691,6,"Hj. WINARNI, SH., M.Hum.",Perempuan
WONOSOBO,Screenshot_3.JPG,PARTAI BERKARYA,145575,7,SUPRIYANTO,Laki-Laki
JAKARTA TIMUR,Screenshot_3.JPG,PARTAI BERKARYA,263834,8,DHINAR AJENG FITRIANY,Perempuan
